school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,MD,https://medicine.buffalo.edu/news_and_events/news/2020/08/white-coat-2020-11901.html,White Coat Ceremony Serves as Welcome for Class of 2024 - Jacobs School of Medicine and Biomedical Sciences - University at Buffalo,annual_report,medicine.buffalo.edu,official_school_domain,1.00,fetched,accepted,2024,official published school profile,official_published_mean,510,average,3.66,average,,",361 Applicants This year’s class was selected from a pool of 4,361 applicants. A total of 605 interviews were conducted. The class has an average undergraduate GPA of 3.66 and an average MCAT score of 510. The class is composed of 98 women and 84 men. Class members range in age from 21 to 38. Eighty-eight percent of the class of 2024 — 160 students — are from New York State and 80 me,” Marshall said. Class Selected From 4,361 Applicants This year’s class was selected from a pool of 4,361 applicants. A total of 605 interviews were conducted. The class has an average undergraduate GPA of 3.66 and an average MCAT score of 510. The class is composed of 98 women and 84 men. Class members range i",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2024.
md_john_a_burns_school_of_medicine_university_of_hawaii_at_manoa_honolulu_hawaii,John A. Burns School of Medicine University of Hawaii at Manoa,MD,http://jabsom.hawaii.edu/ed-programs/md-program/admissions-program/,University of Hawaii John A. Burns School of Medicine,admissions_page,jabsom.hawaii.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_johns_hopkins_university_school_of_medicine_baltimore_maryland,Johns Hopkins University School of Medicine,MD,http://www.hopkinsmedicine.org/som/admissions/md/,Johns Hopkins University School of Medicine,admissions_page,hopkinsmedicine.org,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_kaiser_permanente_bernard_j_tyson_school_of_medicine_pasadena_california,Kaiser Permanente Bernard J. Tyson School of Medicine,MD,https://medschool.kp.org/admissions/our-students,Our Students | Kaiser Permanente Bernard J. Tyson School of Medicine,annual_report,medschool.kp.org,official_school_domain,1.00,fetched,accepted,2029,matriculated students,official_published_median,515,median,3.84,median,,the health and well-being of patients and communities. Class of 2029 Profile General Matriculated Class Data Class of 2029 Class size 50 Average age at admission 24 Mean MCAT 514 Median MCAT 515 Mean GPA (total) 3.78 Median GPA (total) 3.84 State of Residence State Percentage California 72% State Percentage California 72% Completed Coursework Program Type Percentage Gradu and communities. Class of 2029 Profile General Matriculated Class Data Class of 2029 Class size 50 Average age at admission 24 Mean MCAT 514 Median MCAT 515 Mean GPA (total) 3.78 Median GPA (total) 3.84 State of Residence State Percentage California 72% State Percentage California 72% Completed Coursework Program Type Perce,,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2029. Fetched reviewed assisted-search official URL even though the path is not stats-shaped.
md_keck_school_of_medicine_of_the_university_of_southern_california_los_angeles_cal,Keck School of Medicine of the University of Southern California,MD,http://keck.usc.edu/education/md-program/admissions/,University of Southern California Keck School of Medicine,admissions_page,keck.usc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_kirk_kerkorian_school_of_medicine_at_unlv_las_vegas_nevada,Kirk Kerkorian School of Medicine at UNLV,MD,https://www.unlv.edu/news/article/welcome-class-2029,Welcome to the Class of 2029 | News Center | UNLV,school_homepage,unlv.edu,official_school_domain,1.00,fetched,accepted,2029,official published school profile,official_published_mean,509,average,3.78,average,,"demics, the class has an average cumulative GPA of 3.78 and an average BCPM (Biology, Chemistry, Physics and Math) GPA of 3.73. The class’s average Medical College Admission Test (MCAT) score is 509. To learn more about the class or to see photos from the event, visit our social media . Welcome to the class of 2029! July 22 2025 Author: Loraine Garcia Section: Campus News Top six of the students graduated from Nevada universities, with 15 graduating from UNLV and 11 graduating from the University of Nevada, Reno. In terms of academics, the class has an average cumulative GPA of 3.78 and an average BCPM (Biology, Chemistry, Physics and Math) GPA of 3.73. The class’s average Medical College Ad",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2029.
md_lewis_katz_school_of_medicine_at_temple_university_philadelphia_pennsylvania,Lewis Katz School of Medicine at Temple University,MD,https://medicine.temple.edu/admissions,Temple University Lewis Katz School of Medicine,admissions_page,medicine.temple.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_loma_linda_university_school_of_medicine_loma_linda_california,Loma Linda University School of Medicine,MD,http://medicine.llu.edu/admissions,Loma Linda University School of Medicine,admissions_page,medicine.llu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,MD,https://www.lsuhs.edu/our-schools/school-of-medicine,Louisiana State University-Shreveport School of Medicine,admissions_page,lsuhs.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_loyola_university_chicago_stritch_school_of_medicine_maywood_illinois,Loyola University Chicago Stritch School of Medicine,MD,http://ssom.luc.edu/admission/,Loyola University of Chicago Stritch School of Medicine,admissions_page,ssom.luc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_marshall_university_joan_c_edwards_school_of_medicine_huntington_west_virginia,Marshall University Joan C. Edwards School of Medicine,MD,http://jcesom.marshall.edu/admissions/,Marshall University Joan C. Edwards School of Medicine,admissions_page,jcesom.marshall.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_medical_college_of_georgia_at_augusta_university_augusta_georgia,Medical College of Georgia at Augusta University,MD,http://www.augusta.edu/mcg/admissions/,Medical College of Georgia at Augusta University,admissions_page,augusta.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_medical_college_of_georgia_at_augusta_university_augusta_georgia,Medical College of Georgia at Augusta University,MD,https://www.augusta.edu/mcg/admissions/documents/2025-fact-sheet-8.5.2025.pdf,2025-fact-sheet-8.5.2025.pdf,pdf_report,augusta.edu,official_school_domain,1.00,fetched,accepted,2028,official published school profile,official_published_mean,513,average,3.8,average,,"6-721-2231 Admissions: 706-721-3186 Financial Aid: 706-737-1524 Graduate Medical Education: 706-721-7005 CLASS OF 2028 ■ 304 positions ■ 3,244 applicants ■ 158 female ■ 146 male ■ 513 Average MCAT ■ 3.8 Overall GPA ■ 95% Georgia residents, representing 56 counties Centers and Institutes Academic Departments Medical Students MD/PhD Students PhD Students Residents and Fellows ns: 706-721-3186 Financial Aid: 706-737-1524 Graduate Medical Education: 706-721-7005 CLASS OF 2028 ■ 304 positions ■ 3,244 applicants ■ 158 female ■ 146 male ■ 513 Average MCAT ■ 3.8 Overall GPA ■ 95% Georgia residents, representing 56 counties Centers and Institutes Academic Departments Medical Students MD/PhD Students ",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2028.
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,http://www.mcw.edu/Medical-School/Admissions.htm,Admissions | Medical School | Medical College of Wisconsin,class_profile,mcw.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,https://www.mcw.edu/education/medical-school/prospective-students/admissions,Letter requirement URL from normalized source table,admissions_page,mcw.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,https://www.mcw.edu/education/medical-scientist-training-program/admissions,Letter requirement URL from normalized source table,admissions_page,mcw.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,MD,http://academicdepartments.musc.edu/com/education/admissions/,Medical University of South Carolina College of Medicine,admissions_page,academicdepartments.musc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_medical_university_of_south_carolina_college_of_medicine_charleston_south_caroli,Medical University of South Carolina College of Medicine,MD,https://medicine.musc.edu/about/facts,Facts & Figures | MUSC College of Medicine,admissions_statistics,medicine.musc.edu,official_school_domain,1.00,fetched,accepted,2026,matriculated students,official_published_mean,511.2,average,3.85,mean,,"idates) Fall 2025 Incoming Medical Degree Class Statistics Number of Applicants - 3417 First-year Students Enrolled in M.D. Program - 176 M.D. / Ph.D. Students - 3 Mean GPA - 3.85 Average MCAT - 511.2 Undergraduate Colleges Represented - 48 In-State (MD only) - 94% Out-of-State (MD only) - 6% S.C. Counties Represented - 25 Other States Represented - 11 Male - 39.7% Female - 59. D., and MPH candidates) Fall 2025 Incoming Medical Degree Class Statistics Number of Applicants - 3417 First-year Students Enrolled in M.D. Program - 176 M.D. / Ph.D. Students - 3 Mean GPA - 3.85 Average MCAT - 511.2 Undergraduate Colleges Represented - 48 In-State (MD only) - 94% Out-of-State (MD only) - 6% S.C. Coun",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
